File,LipidClass,LipidSpecies,Adduct,Label,CCS
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PC,PC 34:2,[M+Na],light,290.43
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PC,PC 34:2,[M+H],heavy,286.75
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PC,PC 34:2,[M+Na],heavy,290.18
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PC,PC 34:3,[M+H],light,282.64
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PC,PC 34:3,[M+Na],light,286.34
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PC,PC 34:3,[M+H],heavy,283.2
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PC,PC 34:3,[M+Na],heavy,286.36
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PC,PC 34:4,[M+H],light,280.19
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PC,PC 34:4,[M+Na],light,283.89
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PC,PC 34:4,[M+H],heavy,280.47
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PC,PC 34:4,[M+Na],heavy,285
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PC,PC 34:5,[M+H],light,276.9
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PC,PC 34:5,[M+Na],light,279.78
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PC,PC 34:5,[M+H],heavy,278.84
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PC,PC 34:5,[M+Na],heavy,280.35
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PC,PC 34:6,[M+H],light,274.99
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PC,PC 34:6,[M+Na],light,277.32
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PC,PC 34:6,[M+H],heavy,276.1
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PC,PC 34:6,[M+Na],heavy,278.17
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PC,PC 35:1,[M+H],light,292.11
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PC,PC 35:1,[M+H],heavy,294.3
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PC,PC 35:1,[M+Na],heavy,297.18
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PC,PC 35:2,[M+H],light,290.21
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PC,PC 35:2,[M+Na],light,293.08
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PC,PC 35:2,[M+H],heavy,290.76
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PC,PC 35:2,[M+Na],heavy,293.91
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PC,PC 35:3,[M+H],light,287.49
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PC,PC 35:3,[M+Na],light,289.54
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PC,PC 35:3,[M+H],heavy,286.95
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PC,PC 35:3,[M+Na],heavy,290.37
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PC,PC 35:4,[M+H],light,283.11
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PC,PC 35:4,[M+Na],light,287.91
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PC,PC 35:4,[M+H],heavy,284.77
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PC,PC 35:4,[M+Na],heavy,287.93
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PC,PC 35:5,[M+H],light,280.38
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PC,PC 35:5,[M+Na],light,284.08
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PC,PC 35:5,[M+H],heavy,281.49
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PC,PC 35:5,[M+Na],heavy,284.38
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PC,PC 35:6,[M+H],light,277.37
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PC,PC 35:6,[M+Na],light,279.71
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PC,PC 35:6,[M+H],heavy,278.76
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PC,PC 35:6,[M+Na],heavy,280.28
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PC,PC 36:1,[M+H],light,294.48
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PC,PC 36:1,[M+H],heavy,296.94
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PC,PC 36:1,[M+Na],heavy,300.64
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PC,PC 36:2,[M+H],light,293.4
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PC,PC 36:2,[M+Na],light,295.45
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PC,PC 36:2,[M+H],heavy,293.95
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PC,PC 36:2,[M+Na],heavy,295.74
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PC,PC 36:3,[M+H],light,290.95
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PC,PC 36:3,[M+Na],light,293.82
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PC,PC 36:3,[M+H],heavy,290.96
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PC,PC 36:3,[M+Na],heavy,293.57
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PC,PC 36:4,[M+H],light,287.41
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PC,PC 36:4,[M+Na],light,291.65
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PC,PC 36:4,[M+H],heavy,288.79
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PC,PC 36:4,[M+Na],heavy,291.4
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PC,PC 36:5,[M+H],light,283.59
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PC,PC 36:5,[M+Na],light,287.29
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PC,PC 36:5,[M+H],heavy,285.79
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PC,PC 36:5,[M+Na],heavy,288.95
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PC,PC 36:6,[M+H],light,280.31
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PC,PC 36:6,[M+Na],light,285.11
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PC,PC 36:6,[M+H],heavy,281.69
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PC,PC 36:6,[M+Na],heavy,285.13
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PC,PC 37:2,[M+H],light,294.96
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PC,PC 37:2,[M+H],heavy,295.23
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PC,PC 37:3,[M+H],light,294.42
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PC,PC 37:3,[M+H],heavy,293.88
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PC,PC 37:4,[M+H],light,292.25
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PC,PC 37:4,[M+Na],light,294.57
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PC,PC 37:4,[M+H],heavy,292.53
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PC,PC 37:4,[M+Na],heavy,293.23
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PC,PC 38:3,[M+H],light,297.61
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PC,PC 38:3,[M+Na],light,299.93
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PC,PC 38:3,[M+H],heavy,297.62
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PC,PC 38:3,[M+Na],heavy,299.13
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PC,PC 38:4,[M+H],light,294.62
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PC,PC 38:4,[M+Na],light,295.85
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PC,PC 38:4,[M+H],heavy,294.9
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PC,PC 38:4,[M+Na],heavy,298.6
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PC,PC 38:5,[M+H],light,289.71
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PC,PC 38:5,[M+Na],light,293.68
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PC,PC 38:5,[M+H],heavy,293.27
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PC,PC 38:5,[M+Na],heavy,293.98
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PC,PC 38:6,[M+H],light,285.34
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PC,PC 38:6,[M+Na],light,290.96
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PC,PC 38:6,[M+H],heavy,287.82
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PC,PC 38:6,[M+Na],heavy,290.16
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PE,PE 32:1,[M+H],light,269.35
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PE,PE 32:1,[M+Na],light,276.08
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PE,PE 32:1,[M+H],heavy,269.91
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PE,PE 32:1,[M+Na],heavy,275.27
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PE,PE 33:1,[M+H],light,273.11
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PE,PE 33:1,[M+Na],light,277.36
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PE,PE 33:1,[M+H],heavy,275.59
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PE,PE 33:1,[M+Na],heavy,279.85
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PE,PE 33:2,[M+H],light,268.71
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PE,PE 33:2,[M+H],heavy,270.38
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PE,PE 34:1,[M+H],light,277.14
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PE,PE 34:1,[M+Na],light,282.75
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PE,PE 34:1,[M+H],heavy,277.14
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PE,PE 34:1,[M+Na],heavy,283.04
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PE,PE 34:2,[M+H],light,274.95
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PE,PE 34:2,[M+Na],light,279.75
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PE,PE 34:2,[M+H],heavy,276.06
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PE,PE 34:2,[M+Na],heavy,278.66
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PE,PE 34:3 - 1,[M+H],light,268.9
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PE,PE 34:3 - 1,[M+Na],light,274.81
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PE,PE 34:3 - 1,[M+H],heavy,269.74
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PE,PE 34:3 - 1,[M+Na],heavy,275.93
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PE,PE 34:3 - 2,[M+H],light,270.56
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PE,PE 34:3 - 2,[M+Na],light,277.84
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PE,PE 34:3 - 2,[M+H],heavy,272.49
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PE,PE 34:3 - 2,[M+Na],heavy,276.48
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PE,PE 34:4,[M+H],light,265.88
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PE,PE 34:4,[M+H],heavy,267
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PE,PE 35:1,[M+H],light,281.44
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PE,PE 35:1,[M+Na],light,282.93
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PE,PE 35:1,[M+H],heavy,281.99
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PE,PE 35:1,[M+Na],heavy,287.88
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PE,PE 35:2 - 1,[M+H],light,280.08
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PE,PE 35:2 - 1,[M+Na],light,280.47
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PE,PE 35:2 - 1,[M+H],heavy,281.73
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PE,PE 35:2 - 1,[M+Na],heavy,283.51
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PE,PE 35:2 - 2,[M+H],light,275.4
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PE,PE 35:2 - 2,[M+Na],light,282.4
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PE,PE 35:2 - 2,[M+H],heavy,275.69
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PE,PE 35:2 - 2,[M+Na],heavy,283.24
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PE,PE 35:3,[M+H],light,274.04
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PE,PE 35:3,[M+Na],light,279.11
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PE,PE 35:3,[M+H],heavy,274.05
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PE,PE 35:3,[M+Na],heavy,279.96
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PE,PE 35:4,[M+H],light,270.2
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PE,PE 35:4,[M+H],heavy,271.86
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PE,PE 35:5,[M+H],light,268.83
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PE,PE 35:5,[M+Na],light,272.26
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PE,PE 35:5,[M+H],heavy,268.57
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PE,PE 35:6,[M+H],light,265.26
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PE,PE 35:6,[M+H],heavy,265.82
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PE,PE 36:1,[M+H],light,284.08
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PE,PE 36:1,[M+Na],light,288.32
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PE,PE 36:1,[M+H],heavy,284.36
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PE,PE 36:1,[M+Na],heavy,289.98
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PE,PE 36:2,[M+H],light,279.7
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PE,PE 36:2,[M+Na],light,286.96
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PE,PE 36:2,[M+H],heavy,281.63
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PE,PE 36:2,[M+Na],heavy,286.98
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PE,PE 36:3,[M+H],light,278.07
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PE,PE 36:3,[M+Na],light,281.77
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PE,PE 36:3,[M+H],heavy,276.43
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PE,PE 36:3,[M+Na],heavy,283.16
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PE,PE 36:4,[M+H],light,274.51
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PE,PE 36:4,[M+Na],light,277.39
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PE,PE 36:4,[M+H],heavy,273.97
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PE,PE 36:4,[M+Na],heavy,279.88
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PE,PE 36:5,[M+H],light,272.04
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PE,PE 36:5,[M+Na],light,275.75
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PE,PE 36:5,[M+H],heavy,271.5
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PE,PE 36:5,[M+Na],heavy,276.05
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PE,PE 36:6,[M+H],light,267.09
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PE,PE 36:6,[M+H],heavy,266.01
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PG,PG 34:1,[M+NH4],light,288.88
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PG,PG 34:1,[M+Na],light,283.37
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PG,PG 34:1,[M+NH4],heavy,290.82
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PG,PG 34:1,[M+Na],heavy,283.4
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PG,PG 34:2,[M+NH4],light,286.16
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PG,PG 34:2,[M+Na],light,282.28
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PG,PG 34:2,[M+NH4],heavy,288.09
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PG,PG 34:2,[M+Na],heavy,281.22
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PG,PG 34:3,[M+NH4],light,284.52
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PG,PG 34:3,[M+NH4],heavy,285.37
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PI,PI 34:1,[M+NH4],light,299
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PI,PI 34:1,[M+Na],light,294.07
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PI,PI 34:1,[M+NH4],heavy,299.32
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PI,PI 34:1,[M+Na],heavy,295.21
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PI,PI 34:2,[M+NH4],light,295.47
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PI,PI 34:2,[M+Na],light,291.89
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PI,PI 34:2,[M+NH4],heavy,294.97
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PI,PI 34:2,[M+Na],heavy,293.04
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PI,PI 34:3,[M+NH4],light,293.84
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PI,PI 34:3,[M+NH4],heavy,293.62
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PI,PI 36:1,[M+NH4],light,305.65
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PI,PI 36:1,[M+NH4],heavy,306.78
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PI,PI 36:2,[M+NH4],light,303.49
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PI,PI 36:2,[M+NH4],heavy,303.26
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PI,PI 36:3,[M+NH4],light,299.69
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PI,PI 36:3,[M+NH4],heavy,299.19
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PI,PI 36:4,[M+NH4],light,297.25
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PI,PI 36:4,[M+NH4],heavy,297.3
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PI,PI 36:5,[M+NH4],light,293.71
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PI,PI 36:5,[M+NH4],heavy,295.67
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PI,PI 36:5,[M+Na],heavy,291.83
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PS,PS 34:1,[M+H],light,283.98
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PS,PS 34:1,[M+Na],light,284.66
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PS,PS 34:1,[M+H],heavy,284
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PS,PS 34:1,[M+Na],heavy,285.24
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PS,PS 34:2,[M+H],light,280.15
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PS,PS 34:2,[M+Na],light,280.01
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PS,PS 34:2,[M+H],heavy,281.82
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PS,PS 34:2,[M+Na],heavy,284.16
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PS,PS 34:3,[M+H],light,275.76
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PS,PS 34:3,[M+H],heavy,276.34
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PS,PS 36:1,[M+H],light,291.46
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PS,PS 36:1,[M+Na],light,293.79
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PS,PS 36:1,[M+H],heavy,291.21
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PS,PS 36:1,[M+Na],heavy,292.73
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PS,PS 36:2,[M+H],light,286.55
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PS,PS 36:2,[M+Na],light,290.52
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PS,PS 36:2,[M+H],heavy,285.48
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PS,PS 36:2,[M+Na],heavy,291.1
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PS,PS 36:3,[M+H],light,282.73
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PS,PS 36:3,[M+Na],light,285.33
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PS,PS 36:3,[M+H],heavy,282.75
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PS,PS 36:3,[M+Na],heavy,286.74
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PS,PS 36:4,[M+H],light,278.9
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PS,PS 36:4,[M+Na],light,284.8
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PS,PS 36:4,[M+H],heavy,280.02
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PS,PS 36:4,[M+Na],heavy,285.11
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PS,PS 36:5,[M+H],light,277.26
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PS,PS 36:5,[M+H],heavy,278.11
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,PS,PS 36:5,[M+Na],heavy,281.29
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,SPH,SPH 18:0;3,[M+H],light,196.64
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,SPH,SPH 18:0;3,[M+Na],light,199.58
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,SPH,SPH 18:0;3,[M+H],heavy,195.64
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,SPH,SPH 18:0;3,[M+Na],heavy,197.19
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,SPH,SPH 18:1;2,[M+H],light,191.91
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,SPH,SPH 18:1;2,[M+Na],light,184.99
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,SPH,SPH 18:1;2,[M+H],heavy,191.15
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,SPH,SPH 18:1;2,[M+Na],heavy,187.19
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,ST,Ergosterol,[M+H],light,201.35
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,ST,Ergosterol,[M+H],heavy,198.91
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,TG,TG 48:2,[M+NH4],light,309.54
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,TG,TG 48:2,[M+Na],light,308.97
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,TG,TG 48:2,[M+NH4],heavy,309.79
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,TG,TG 48:2,[M+Na],heavy,309.76
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,TG,TG 48:3,[M+NH4],light,306.57
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,TG,TG 48:3,[M+Na],light,305.44
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,TG,TG 48:3,[M+NH4],heavy,310.07
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,TG,TG 48:3,[M+Na],heavy,305.7
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,TG,TG 48:4,[M+NH4],light,306.85
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,TG,TG 48:4,[M+Na],light,302.73
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,TG,TG 48:4,[M+NH4],heavy,306.28
C12-C13_undiluted_PASEF_pos_1_Y-C2_1_3566.d,TG,TG 48:4,[M+Na],heavy,305.43
